Marque,Mod√®le,Grade,Recycleur,Prix
samsung,S20 5G (G981),Fully Broken,smartgrade,0.0
samsung,S10 Plus (G975),A,ispart,57.0
samsung,S10 Plus (G975),A,smartgrade,68.8
samsung,S10 Plus (G975),A,lcdphone,50.0
samsung,S10 Plus (G975),A,paylcd,45.0
samsung,S10 Plus (G975),A,recyclemonlcd,48.0
samsung,S10 Plus (G975),B,smartgrade,63.0
samsung,S10 Plus (G975),B,lcdphone,37.0
samsung,S10 Plus (G975),C,smartgrade,38.9
samsung,S10 Plus (G975),C,lcdphone,28.0
samsung,S10 Plus (G975),D,smartgrade,29.9
samsung,S10 Plus (G975),D,lcdphone,22.0
samsung,S10 Plus (G975),E,smartgrade,15.1
samsung,S10 Plus (G975),F,smartgrade,7.3
samsung,S10 Plus (G975),G,smartgrade,4.3
samsung,S10 Plus (G975),Fully Broken,smartgrade,0.0
samsung,S10 Lite (G770),A,ispart,19.0
samsung,S10 Lite (G770),A,smartgrade,29.0
samsung,S10 Lite (G770),A,lcdphone,20.0
samsung,S10 Lite (G770),A,paylcd,15.0
samsung,S10 Lite (G770),A,recyclemonlcd,16.0
samsung,S10 Lite (G770),B,smartgrade,26.3
samsung,S10 Lite (G770),B,lcdphone,15.0
samsung,S10 Lite (G770),C,smartgrade,15.1
samsung,S10 Lite (G770),C,lcdphone,10.0
samsung,S10 Lite (G770),D,smartgrade,11.0
samsung,S10 Lite (G770),D,lcdphone,5.0
samsung,S10 Lite (G770),E,smartgrade,0.0
samsung,S10 Lite (G770),F,smartgrade,0.0
samsung,S10 Lite (G770),G,smartgrade,2.5
samsung,S10 Lite (G770),Fully Broken,smartgrade,0.0
samsung,S10 5G (G977),A,ispart,59.0
samsung,S10 5G (G977),A,smartgrade,67.8
samsung,S10 5G (G977),B,smartgrade,65.0
samsung,S10 5G (G977),C,smartgrade,41.4
samsung,S10 5G (G977),D,smartgrade,33.1
samsung,S10 5G (G977),E,smartgrade,15.1
samsung,S10 5G (G977),F,smartgrade,7.3
samsung,S10 5G (G977),G,smartgrade,4.3
samsung,S10 5G (G977),Fully Broken,smartgrade,0.0
samsung,S10 (G973),A,ispart,43.0
samsung,S10 (G973),A,smartgrade,53.5
samsung,S10 (G973),A,lcdphone,48.0
samsung,S10 (G973),A,paylcd,35.0
samsung,S10 (G973),A,recyclemonlcd,44.0
samsung,S10 (G973),B,smartgrade,50.1
samsung,S10 (G973),B,lcdphone,37.0
samsung,S10 (G973),C,smartgrade,31.5
samsung,S10 (G973),C,lcdphone,28.0
samsung,S10 (G973),D,smartgrade,24.1
samsung,S10 (G973),D,lcdphone,19.0
samsung,S10 (G973),E,smartgrade,11.8
samsung,S10 (G973),F,smartgrade,6.8
samsung,S10 (G973),G,smartgrade,4.3
samsung,S10 (G973),Fully Broken,smartgrade,0.0
samsung,S10E (G970),A,ispart,14.0
samsung,S10E (G970),A,smartgrade,21.2
samsung,S10E (G970),A,lcdphone,20.0
samsung,S10E (G970),A,paylcd,15.0
samsung,S10E (G970),A,recyclemonlcd,16.0
samsung,S10E (G970),B,smartgrade,17.4
samsung,S10E (G970),B,lcdphone,15.0
samsung,S10E (G970),C,smartgrade,10.2
samsung,S10E (G970),C,lcdphone,10.0
samsung,S10E (G970),D,smartgrade,6.1
samsung,S10E (G970),D,lcdphone,5.0
samsung,S10E (G970),E,smartgrade,0.0
samsung,S10E (G970),F,smartgrade,0.0
samsung,S10E (G970),G,smartgrade,1.3
samsung,S10E (G970),Fully Broken,smartgrade,0.0
samsung,S9 Edge+ (G965),A,ispart,31.0
samsung,S9 Edge+ (G965),A,smartgrade,39.2
samsung,S9 Edge+ (G965),A,lcdphone,31.0
samsung,S9 Edge+ (G965),A,paylcd,25.0
samsung,S9 Edge+ (G965),A,recyclemonlcd,32.0
samsung,S9 Edge+ (G965),B,smartgrade,34.2
samsung,S9 Edge+ (G965),B,lcdphone,28.0
samsung,S9 Edge+ (G965),C,smartgrade,18.4
samsung,S9 Edge+ (G965),C,lcdphone,15.0
samsung,S9 Edge+ (G965),D,smartgrade,10.9
samsung,S9 Edge+ (G965),D,lcdphone,10.0
samsung,S9 Edge+ (G965),E,smartgrade,11.2
samsung,S9 Edge+ (G965),F,smartgrade,5.6
samsung,S9 Edge+ (G965),G,smartgrade,3.8
samsung,S9 Edge+ (G965),Fully Broken,smartgrade,0.0
samsung,S9 Edge (G960),A,ispart,21.0
samsung,S9 Edge (G960),A,smartgrade,26.3
samsung,S9 Edge (G960),A,lcdphone,25.0
samsung,S9 Edge (G960),A,paylcd,20.0
samsung,S9 Edge (G960),A,recyclemonlcd,20.0
samsung,S9 Edge (G960),B,smartgrade,22.3
samsung,S9 Edge (G960),B,lcdphone,20.0
samsung,S9 Edge (G960),C,smartgrade,11.2
samsung,S9 Edge (G960),C,lcdphone,15.0
samsung,S9 Edge (G960),D,smartgrade,6.8
samsung,S9 Edge (G960),D,lcdphone,7.0
samsung,S9 Edge (G960),E,smartgrade,4.5
samsung,S9 Edge (G960),F,smartgrade,2.3
samsung,S9 Edge (G960),G,smartgrade,3.8
samsung,S9 Edge (G960),Fully Broken,smartgrade,0.0
samsung,S8 Edge+ (G955),A,ispart,35.0
samsung,S8 Edge+ (G955),A,smartgrade,39.2
samsung,S8 Edge+ (G955),A,lcdphone,32.0
samsung,S8 Edge+ (G955),A,paylcd,25.0
samsung,S8 Edge+ (G955),A,recyclemonlcd,28.0
samsung,S8 Edge+ (G955),B,smartgrade,33.7
samsung,S8 Edge+ (G955),B,lcdphone,28.0
samsung,S8 Edge+ (G955),C,smartgrade,20.8
samsung,S8 Edge+ (G955),C,lcdphone,15.0
samsung,S8 Edge+ (G955),D,smartgrade,15.1
samsung,S8 Edge+ (G955),D,lcdphone,10.0
samsung,S8 Edge+ (G955),E,smartgrade,11.2
samsung,S8 Edge+ (G955),F,smartgrade,5.6
samsung,S8 Edge+ (G955),G,smartgrade,9.2
samsung,S8 Edge+ (G955),Fully Broken,smartgrade,0.0
samsung,S8 Edge (G950),A,ispart,24.0
samsung,S8 Edge (G950),A,smartgrade,26.3
samsung,S8 Edge (G950),A,lcdphone,26.0
samsung,S8 Edge (G950),A,paylcd,20.0
samsung,S8 Edge (G950),A,recyclemonlcd,20.0
samsung,S8 Edge (G950),B,smartgrade,22.3
samsung,S8 Edge (G950),B,lcdphone,20.0
samsung,S8 Edge (G950),C,smartgrade,12.6
samsung,S8 Edge (G950),C,lcdphone,15.0
samsung,S8 Edge (G950),D,smartgrade,8.5
samsung,S8 Edge (G950),D,lcdphone,10.0
samsung,S8 Edge (G950),E,smartgrade,4.5
samsung,S8 Edge (G950),F,smartgrade,2.3
samsung,S8 Edge (G950),G,smartgrade,3.8
samsung,S8 Edge (G950),Fully Broken,smartgrade,0.0
samsung,S8 Active (G892),A,ispart,15.0
samsung,S7 Edge (G935),A,ispart,11.0
samsung,S7 Edge (G935),A,smartgrade,18.0
samsung,S7 Edge (G935),A,lcdphone,13.0
samsung,S7 Edge (G935),A,paylcd,8.0
samsung,S7 Edge (G935),A,recyclemonlcd,12.0
samsung,S7 Edge (G935),B,smartgrade,14.4
samsung,S7 Edge (G935),B,lcdphone,10.0
samsung,S7 Edge (G935),C,smartgrade,8.5
samsung,S7 Edge (G935),C,lcdphone,7.0
samsung,S7 Edge (G935),D,smartgrade,3.9
samsung,S7 Edge (G935),D,lcdphone,4.0
samsung,S7 Edge (G935),E,smartgrade,4.5
samsung,S7 Edge (G935),F,smartgrade,2.3
samsung,S7 Edge (G935),G,smartgrade,3.8
samsung,S7 Edge (G935),Fully Broken,smartgrade,0.0
samsung,S7 (G930),A,ispart,1.5
samsung,S7 (G930),A,smartgrade,4.1
samsung,S7 (G930),A,lcdphone,5.0
samsung,S7 (G930),A,paylcd,3.0
samsung,S7 (G930),A,recyclemonlcd,4.0
samsung,S7 (G930),B,smartgrade,2.5
samsung,S7 (G930),B,lcdphone,3.0
samsung,S7 (G930),C,smartgrade,0.7
samsung,S7 (G930),C,lcdphone,0.0
samsung,S7 (G930),D,smartgrade,0.1
samsung,S7 (G930),D,lcdphone,0.0
samsung,S7 (G930),E,smartgrade,0.0
samsung,S7 (G930),F,smartgrade,0.0
samsung,S7 (G930),G,smartgrade,1.3
samsung,S7 (G930),Fully Broken,smartgrade,0.0
samsung,S6 Edge+ (G928),A,ispart,5.0
samsung,S6 Edge+ (G928),A,smartgrade,8.9
samsung,S6 Edge+ (G928),A,lcdphone,12.0
samsung,S6 Edge+ (G928),A,paylcd,3.0
samsung,S6 Edge+ (G928),A,recyclemonlcd,9.0
samsung,S6 Edge+ (G928),B,smartgrade,6.3
samsung,S6 Edge+ (G928),B,lcdphone,10.0
samsung,S6 Edge+ (G928),C,smartgrade,3.4
samsung,S6 Edge+ (G928),C,lcdphone,7.0
samsung,S6 Edge+ (G928),D,smartgrade,1.7
samsung,S6 Edge+ (G928),D,lcdphone,4.0
samsung,S6 Edge+ (G928),E,smartgrade,0.0
samsung,S6 Edge+ (G928),F,smartgrade,0.0
samsung,S6 Edge+ (G928),G,smartgrade,2.5
samsung,S6 Edge+ (G928),Fully Broken,smartgrade,0.0
samsung,S6 Edge (G925),A,ispart,4.0
samsung,S6 Edge (G925),A,smartgrade,8.7
samsung,S6 Edge (G925),A,lcdphone,10.0
samsung,S6 Edge (G925),A,paylcd,3.0
samsung,S6 Edge (G925),A,recyclemonlcd,8.0
samsung,S6 Edge (G925),B,smartgrade,4.5
samsung,S6 Edge (G925),B,lcdphone,7.0
samsung,S6 Edge (G925),C,smartgrade,2.0
samsung,S6 Edge (G925),C,lcdphone,5.0
samsung,S6 Edge (G925),D,smartgrade,1.1
samsung,S6 Edge (G925),D,lcdphone,3.0
samsung,S6 Edge (G925),E,smartgrade,0.0
samsung,S6 Edge (G925),F,smartgrade,0.0
samsung,S6 Edge (G925),G,smartgrade,2.5
samsung,S6 Edge (G925),Fully Broken,smartgrade,0.0
samsung,S6 (G920),A,ispart,1.5
samsung,S6 (G920),A,smartgrade,3.5
samsung,S6 (G920),A,lcdphone,5.0
samsung,S6 (G920),A,recyclemonlcd,4.0
samsung,S6 (G920),B,smartgrade,1.6
samsung,S6 (G920),B,lcdphone,3.0
samsung,S6 (G920),C,smartgrade,0.8
samsung,S6 (G920),C,lcdphone,0.0
samsung,S6 (G920),D,smartgrade,0.4
samsung,S6 (G920),D,lcdphone,0.0
samsung,S6 (G920),E,smartgrade,0.0
samsung,S6 (G920),F,smartgrade,0.0
samsung,S6 (G920),G,smartgrade,0.1
samsung,S6 (G920),Fully Broken,smartgrade,0.0
samsung,S5 (G900),A,ispart,1.0
samsung,S5 (G900),A,smartgrade,3.0
samsung,S5 (G900),A,recyclemonlcd,0.01
samsung,S5 (G900),B,smartgrade,1.1
samsung,S5 (G900),C,smartgrade,0.4
samsung,S5 (G900),D,smartgrade,0.0
samsung,S5 (G900),E,smartgrade,0.0
samsung,S5 (G900),F,smartgrade,0.0
samsung,S5 (G900),G,smartgrade,0.1
samsung,S5 (G900),Fully Broken,smartgrade,0.0
samsung,S4 (i9505),A,recyclemonlcd,0.01
samsung,S4 mini (i9195),A,recyclemonlcd,0.01
samsung,S3 4G (i9305),A,recyclemonlcd,0.01
samsung,S3 (I9300),A,recyclemonlcd,0.01
samsung,S3 mini (i8190),A,recyclemonlcd,0.01
samsung,S2 (i9100),A,recyclemonlcd,0.01
samsung,Note 20 Ultra 5G,A,ispart,87.0
samsung,Note 20 Ultra 5G,A,smartgrade,102.9
samsung,Note 20 Ultra 5G,A,lcdphone,75.0
samsung,Note 20 Ultra 5G,A,recyclemonlcd,80.0
samsung,Note 20 Ultra 5G,B,smartgrade,100.8
samsung,Note 20 Ultra 5G,B,lcdphone,66.0
samsung,Note 20 Ultra 5G,C,smartgrade,70.9
samsung,Note 20 Ultra 5G,C,lcdphone,47.0
samsung,Note 20 Ultra 5G,D,smartgrade,52.8
samsung,Note 20 Ultra 5G,D,lcdphone,28.0
samsung,Note 20 Ultra 5G,E,smartgrade,15.1
samsung,Note 20 Ultra 5G,F,smartgrade,7.3
samsung,Note 20 Ultra 5G,G,smartgrade,4.3
samsung,Note 20 Ultra 5G,Fully Broken,smartgrade,0.8
samsung,Note 20 5G,A,ispart,35.0
samsung,Note 20 5G,A,smartgrade,42.9
samsung,Note 20 5G,A,lcdphone,40.0
samsung,Note 20 5G,A,paylcd,35.0
samsung,Note 20 5G,B,smartgrade,41.2
samsung,Note 20 5G,B,lcdphone,15.0
samsung,Note 20 5G,C,smartgrade,25.8
samsung,Note 20 5G,C,lcdphone,0.0
samsung,Note 20 5G,D,smartgrade,17.6
samsung,Note 20 5G,D,lcdphone,0.0
samsung,Note 20 5G,E,smartgrade,0.0
samsung,Note 20 5G,F,smartgrade,0.0
samsung,Note 20 5G,G,smartgrade,4.3
samsung,Note 20 5G,G,lcdphone,1.0
samsung,Note 20 5G,Fully Broken,smartgrade,0.0
samsung,Note 10+,A,ispart,74.0
samsung,Note 10+,A,smartgrade,87.2
samsung,Note 10+,A,lcdphone,42.0
samsung,Note 10+,A,paylcd,50.0
samsung,Note 10+,A,recyclemonlcd,64.0
samsung,Note 10+,B,smartgrade,83.9
samsung,Note 10+,B,lcdphone,38.0
samsung,Note 10+,C,smartgrade,56.9
samsung,Note 10+,C,lcdphone,28.0
samsung,Note 10+,D,smartgrade,40.5
samsung,Note 10+,D,lcdphone,14.0
samsung,Note 10+,E,smartgrade,15.1
samsung,Note 10+,F,smartgrade,7.3
samsung,Note 10+,G,smartgrade,4.3
samsung,Note 10+,Fully Broken,smartgrade,0.0
samsung,Note 10,A,ispart,50.0
samsung,Note 10,A,smartgrade,58.6
samsung,Note 10,A,lcdphone,38.0
samsung,Note 10,A,paylcd,40.0
samsung,Note 10,A,recyclemonlcd,36.0
samsung,Note 10,B,smartgrade,55.1
samsung,Note 10,B,lcdphone,32.0
samsung,Note 10,C,smartgrade,35.6
samsung,Note 10,C,lcdphone,28.0
samsung,Note 10,D,smartgrade,25.8
samsung,Note 10,D,lcdphone,14.0
samsung,Note 10,E,smartgrade,15.1
samsung,Note 10,F,smartgrade,7.3
samsung,Note 10,G,smartgrade,4.3
samsung,Note 10,Fully Broken,smartgrade,0.0
samsung,Note 10 Lite,A,ispart,20.0
samsung,Note 10 Lite,A,smartgrade,34.6
samsung,Note 10 Lite,A,lcdphone,28.0
samsung,Note 10 Lite,A,paylcd,15.0
samsung,Note 10 Lite,A,recyclemonlcd,20.0
samsung,Note 10 Lite,B,smartgrade,29.3
samsung,Note 10 Lite,B,lcdphone,14.0
samsung,Note 10 Lite,C,smartgrade,17.6
samsung,Note 10 Lite,C,lcdphone,0.0
samsung,Note 10 Lite,D,smartgrade,13.5
samsung,Note 10 Lite,D,lcdphone,0.0
samsung,Note 10 Lite,E,smartgrade,0.0
samsung,Note 10 Lite,F,smartgrade,0.0
samsung,Note 10 Lite,G,smartgrade,2.5
samsung,Note 10 Lite,Fully Broken,smartgrade,0.0
samsung,Note 9,A,ispart,39.0
samsung,Note 9,A,smartgrade,46.6
samsung,Note 9,A,lcdphone,35.0
samsung,Note 9,A,paylcd,35.0
samsung,Note 9,A,recyclemonlcd,32.0
samsung,Note 9,B,smartgrade,41.2
samsung,Note 9,B,lcdphone,30.0
samsung,Note 9,C,smartgrade,26.6
samsung,Note 9,C,lcdphone,22.0
samsung,Note 9,D,smartgrade,20.0
samsung,Note 9,D,lcdphone,14.0
samsung,Note 9,E,smartgrade,11.4
samsung,Note 9,F,smartgrade,7.5
samsung,Note 9,G,smartgrade,4.3
samsung,Note 9,Fully Broken,smartgrade,0.0
samsung,Note 8,A,ispart,30.0
samsung,Note 8,A,smartgrade,38.3
samsung,Note 8,A,lcdphone,32.0
samsung,Note 8,A,paylcd,25.0
samsung,Note 8,A,recyclemonlcd,28.0
samsung,Note 8,B,smartgrade,33.3
samsung,Note 8,B,lcdphone,28.0
samsung,Note 8,C,smartgrade,20.8
samsung,Note 8,C,lcdphone,22.0
samsung,Note 8,D,smartgrade,15.9
samsung,Note 8,D,lcdphone,14.0
samsung,Note 8,E,smartgrade,9.9
samsung,Note 8,F,smartgrade,5.9
samsung,Note 8,G,smartgrade,9.2
samsung,Note 8,Fully Broken,smartgrade,0.0
samsung,Note 5,A,ispart,11.0
samsung,Note 5,A,smartgrade,13.3
samsung,Note 5,B,smartgrade,10.0
samsung,Note 5,C,smartgrade,5.8
samsung,Note 5,D,smartgrade,2.8
samsung,Note 5,E,smartgrade,0.0
samsung,Note 5,F,smartgrade,0.0
samsung,Note 5,G,smartgrade,2.5
samsung,Note 5,Fully Broken,smartgrade,0.0
samsung,Note Edge (N915FY),A,recyclemonlcd,0.01
samsung,Note 4,A,ispart,1.0
samsung,Note 4,A,smartgrade,3.0
samsung,Note 4,A,recyclemonlcd,0.1
samsung,Note 4,B,smartgrade,1.4
samsung,Note 4,C,smartgrade,0.3
samsung,Note 4,D,smartgrade,0.0
samsung,Note 4,E,smartgrade,0.0
samsung,Note 4,F,smartgrade,0.0
samsung,Note 4,G,smartgrade,2.5
samsung,Note 4,Fully Broken,smartgrade,0.0
samsung,Note 3 (N9005),A,recyclemonlcd,0.01
samsung,Note 2 4G (N7105),A,recyclemonlcd,0.01
samsung,Note 2 (N7100),A,recyclemonlcd,0.01
samsung,Note (N7000),A,recyclemonlcd,0.01
samsung,A9 2018 (A920),A,ispart,16.0
samsung,A9 2018 (A920),A,smartgrade,20.7
samsung,A9 2018 (A920),A,recyclemonlcd,9.0
samsung,A9 2018 (A920),B,smartgrade,17.6
samsung,A9 2018 (A920),C,smartgrade,8.9
samsung,A9 2018 (A920),D,smartgrade,5.0
samsung,A9 2018 (A920),E,smartgrade,0.0
samsung,A9 2018 (A920),F,smartgrade,0.0
samsung,A9 2018 (A920),G,smartgrade,2.5
samsung,A9 2018 (A920),Fully Broken,smartgrade,0.0
samsung,A90 5G (A908),A,ispart,21.0
samsung,A90 5G (A908),A,ispart,18.0
samsung,A90 5G (A908),A,smartgrade,28.4
samsung,A90 5G (A908),B,smartgrade,24.5
samsung,A90 5G (A908),C,smartgrade,15.1
samsung,A90 5G (A908),D,smartgrade,9.5
samsung,A90 5G (A908),E,smartgrade,0.0
samsung,A90 5G (A908),F,smartgrade,0.0
samsung,A90 5G (A908),G,smartgrade,2.5
samsung,A90 5G (A908),Fully Broken,smartgrade,0.0
samsung,A9 2016 (A900),A,smartgrade,25.9
samsung,A9 2016 (A900),A,paylcd,12.0
samsung,A9 2016 (A900),B,smartgrade,23.8
samsung,A9 2016 (A900),C,smartgrade,15.5
samsung,A9 2016 (A900),D,smartgrade,8.2
samsung,A9 2016 (A900),E,smartgrade,0.0
samsung,A9 2016 (A900),F,smartgrade,0.0
samsung,A9 2016 (A900),G,smartgrade,2.5
samsung,A9 2016 (A900),Fully Broken,smartgrade,0.0
samsung,A80 (A805),A,ispart,17.0
samsung,A80 (A805),A,smartgrade,21.7
samsung,A80 (A805),A,paylcd,8.0
samsung,A80 (A805),A,lcdphone,8.0
samsung,A80 (A805),B,smartgrade,19.4
samsung,A80 (A805),B,lcdphone,4.0
samsung,A80 (A805),C,smartgrade,11.3
samsung,A80 (A805),D,smartgrade,8.1
samsung,A80 (A805),E,smartgrade,0.0
samsung,A80 (A805),F,smartgrade,0.0
samsung,A80 (A805),G,smartgrade,2.5
samsung,A80 (A805),G,lcdphone,1.0
samsung,A80 (A805),Fully Broken,smartgrade,0.0
samsung,A8 (A800),A,ispart,10.0
samsung,A8 (A800),A,smartgrade,13.9
samsung,A8 (A800),B,smartgrade,10.8
samsung,A8 (A800),C,smartgrade,6.3
samsung,A8 (A800),D,smartgrade,3.8
samsung,A8 (A800),E,smartgrade,0.0
samsung,A8 (A800),F,smartgrade,0.0
samsung,A8 (A800),G,smartgrade,2.5
samsung,A8 (A800),Fully Broken,smartgrade,0.0
samsung,A7 2018 (A750),A,smartgrade,15.2
samsung,A7 2018 (A750),A,recyclemonlcd,8.0
samsung,A7 2018 (A750),B,smartgrade,10.9
samsung,A7 2018 (A750),C,smartgrade,5.5
samsung,A7 2018 (A750),D,smartgrade,2.9
samsung,A7 2018 (A750),E,smartgrade,0.0
samsung,A7 2018 (A750),F,smartgrade,0.0
samsung,A7 2018 (A750),G,smartgrade,2.5
samsung,A7 2018 (A750),Fully Broken,smartgrade,0.0
samsung,A8+ 2018 (A730),A,ispart,10.0
samsung,A8+ 2018 (A730),A,smartgrade,15.2
samsung,A8+ 2018 (A730),B,smartgrade,11.9
samsung,A8+ 2018 (A730),C,smartgrade,6.6
samsung,A8+ 2018 (A730),D,smartgrade,3.0
samsung,A8+ 2018 (A730),E,smartgrade,0.0
samsung,A8+ 2018 (A730),F,smartgrade,0.0
samsung,A8+ 2018 (A730),G,smartgrade,2.5
samsung,A8+ 2018 (A730),Fully Broken,smartgrade,0.0
samsung,A7 2017 (A720),A,smartgrade,15.2
samsung,A7 2017 (A720),B,smartgrade,11.9
samsung,A7 2017 (A720),C,smartgrade,6.6
samsung,A7 2017 (A720),D,smartgrade,3.0
samsung,A7 2017 (A720),E,smartgrade,0.0
samsung,A7 2017 (A720),F,smartgrade,0.0
samsung,A7 2017 (A720),G,smartgrade,2.5
samsung,A7 2017 (A720),Fully Broken,smartgrade,0.0
samsung,A7 2016 (A710),A,smartgrade,13.4
samsung,A7 2016 (A710),B,smartgrade,11.4
samsung,A7 2016 (A710),C,smartgrade,5.9
samsung,A7 2016 (A710),D,smartgrade,2.5
samsung,A7 2016 (A710),E,smartgrade,0.0
samsung,A7 2016 (A710),F,smartgrade,0.0
samsung,A7 2016 (A710),G,smartgrade,2.5
samsung,A7 2016 (A710),Fully Broken,smartgrade,0.0
samsung,A7 2015 (A700),A,smartgrade,3.0
samsung,A7 2015 (A700),B,smartgrade,1.6
samsung,A7 2015 (A700),C,smartgrade,0.4
samsung,A7 2015 (A700),D,smartgrade,0.0
samsung,A7 2015 (A700),E,smartgrade,0.0
samsung,A7 2015 (A700),F,smartgrade,0.0
samsung,A7 2015 (A700),G,smartgrade,0.7
samsung,A7 2015 (A700),Fully Broken,smartgrade,0.0
samsung,A72 (A725),A,ispart,20.0
samsung,A72 (A725),A,lcdphone,10.0
samsung,A72 (A725),A,smartgrade,24.3
samsung,A72 (A725),A,paylcd,12.0
samsung,A72 (A725),A,recyclemonlcd,9.0
samsung,A72 (A725),B,smartgrade,20.4
samsung,A72 (A725),B,lcdphone,5.0
samsung,A72 (A725),C,smartgrade,13.6
samsung,A72 (A725),D,smartgrade,9.7
samsung,A72 (A725),E,smartgrade,0.0
samsung,A72 (A725),F,smartgrade,0.0
samsung,A72 (A725),G,smartgrade,2.5
samsung,A72 (A725),G,lcdphone,1.0
samsung,A72 (A725),Fully Broken,smartgrade,0.0
samsung,A71 5G (A716),A,ispart,16.0
samsung,A71 5G (A716),A,smartgrade,20.7
samsung,A71 5G (A716),B,smartgrade,17.4
samsung,A71 5G (A716),C,smartgrade,10.2
samsung,A71 5G (A716),D,smartgrade,6.9
samsung,A71 5G (A716),E,smartgrade,0.0
samsung,A71 5G (A716),F,smartgrade,0.0
samsung,A71 5G (A716),G,smartgrade,2.5
samsung,A71 5G (A716),Fully Broken,smartgrade,0.0
samsung,A71 (A715),A,ispart,17.0
samsung,A71 (A715),A,smartgrade,20.7
samsung,A71 (A715),A,paylcd,14.0
samsung,A71 (A715),A,recyclemonlcd,12.0
samsung,A71 (A715),A,lcdphone,9.0
samsung,A71 (A715),B,smartgrade,17.4
samsung,A71 (A715),B,lcdphone,4.0
samsung,A71 (A715),C,smartgrade,9.3
samsung,A71 (A715),D,smartgrade,6.1
samsung,A71 (A715),E,smartgrade,0.0
samsung,A71 (A715),F,smartgrade,0.0
samsung,A71 (A715),G,smartgrade,2.5
samsung,A71 (A715),G,lcdphone,1.0
samsung,A71 (A715),Fully Broken,smartgrade,0.0
samsung,A70 (A705),A,ispart,16.0
samsung,A70 (A705),A,smartgrade,20.7
samsung,A70 (A705),A,paylcd,14.0
samsung,A70 (A705),A,lcdphone,8.0
samsung,A70 (A705),A,recyclemonlcd,14.0
samsung,A70 (A705),B,smartgrade,18.4
samsung,A70 (A705),B,lcdphone,4.0
samsung,A70 (A705),C,smartgrade,9.3
samsung,A70 (A705),D,smartgrade,6.1
samsung,A70 (A705),E,smartgrade,0.0
samsung,A70 (A705),F,smartgrade,0.0
samsung,A70 (A705),G,smartgrade,2.5
samsung,A70 (A705),G,lcdphone,1.0
samsung,A70 (A705),Fully Broken,smartgrade,0.0
samsung,A6+ 2018 (A605),A,ispart,9.0
