Marque,Mod√®le,Grade,Recycleur,Prix
samsung,M32 (M325),G,smartgrade,2.5
samsung,M32 (M325),Fully Broken,smartgrade,0.0
samsung,M30S (M307),A,ispart,9.0
samsung,M30S (M307),A,smartgrade,13.3
samsung,M30S (M307),B,smartgrade,11.0
samsung,M30S (M307),C,smartgrade,7.3
samsung,M30S (M307),D,smartgrade,5.1
samsung,M30S (M307),E,smartgrade,0.0
samsung,M30S (M307),F,smartgrade,0.0
samsung,M30S (M307),G,smartgrade,2.5
samsung,M30S (M307),Fully Broken,smartgrade,0.0
samsung,M31 (M315),A,ispart,9.0
samsung,M31 (M315),A,smartgrade,13.3
samsung,M31 (M315),B,smartgrade,11.0
samsung,M31 (M315),C,smartgrade,7.3
samsung,M31 (M315),D,smartgrade,5.1
samsung,M31 (M315),E,smartgrade,0.0
samsung,M31 (M315),F,smartgrade,0.0
samsung,M31 (M315),G,smartgrade,2.5
samsung,M31 (M315),Fully Broken,smartgrade,0.0
samsung,M31S (M317),A,ispart,18.0
samsung,M31S (M317),A,smartgrade,22.9
samsung,M31S (M317),B,smartgrade,19.9
samsung,M31S (M317),C,smartgrade,10.9
samsung,M31S (M317),D,smartgrade,8.0
samsung,M31S (M317),E,smartgrade,0.0
samsung,M31S (M317),F,smartgrade,0.0
samsung,M31S (M317),G,smartgrade,2.5
samsung,M31S (M317),Fully Broken,smartgrade,0.0
samsung,M22,A,ispart,10.0
samsung,M22,A,smartgrade,14.3
samsung,M22,B,smartgrade,12.4
samsung,M22,C,smartgrade,8.5
samsung,M22,D,smartgrade,6.1
samsung,M22,E,smartgrade,0.0
samsung,M22,F,smartgrade,0.0
samsung,M22,G,smartgrade,2.5
samsung,M22,Fully Broken,smartgrade,0.0
samsung,M21S (F415),A,ispart,9.0
samsung,M21S (F415),A,smartgrade,13.6
samsung,M21S (F415),B,smartgrade,11.0
samsung,M21S (F415),C,smartgrade,6.4
samsung,M21S (F415),D,smartgrade,4.6
samsung,M21S (F415),E,smartgrade,0.0
samsung,M21S (F415),F,smartgrade,0.0
samsung,M21S (F415),G,smartgrade,2.5
samsung,M21S (F415),Fully Broken,smartgrade,0.0
samsung,Fold 4 (F936) Inner screen,A,ispart,177.0
samsung,Fold 3 (F926) Inner screen,A,ispart,155.0
samsung,Fold 2 (F916) Inner screen,A,ispart,136.0
samsung,Flip 4 (F721) Inner screen,A,ispart,118.0
samsung,Flip 3 (F711) Inner screen,A,ispart,95.0
samsung,Flip (F700) Inner screen,A,ispart,68.0
samsung,Fold (F900) Outer screen,A,ispart,2.0
samsung,Fold 4 (F936) Outer screen,A,ispart,27.0
samsung,Fold 3 (F926) Outer screen,A,ispart,27.0
samsung,Fold 2 (F916) Outer screen,A,ispart,24.0
apple,iPhone 14 Pro Max,A,ispart,139.0
apple,iPhone 14 Pro Max,A,smartgrade,157.6
apple,iPhone 14 Pro Max,A,lcdphone,100.0
apple,iPhone 14 Pro Max,A,paylcd,110.0
apple,iPhone 14 Pro Max,A,recyclemonlcd,125.0
apple,iPhone 14 Pro Max,B,smartgrade,121.5
apple,iPhone 14 Pro Max,B,lcdphone,10.0
apple,iPhone 14 Pro Max,C,smartgrade,80.4
apple,iPhone 14 Pro Max,D,smartgrade,67.6
apple,iPhone 14 Pro Max,G,smartgrade,101.7
apple,iPhone 14 Pro Max,Aftermarket,smartgrade,0.0
apple,iPhone 14 Pro Max,Fully Broken,smartgrade,4.5
apple,iPhone 14 Pro,A,ispart,113.0
apple,iPhone 14 Pro,A,smartgrade,129.7
apple,iPhone 14 Pro,A,lcdphone,130.0
apple,iPhone 14 Pro,A,paylcd,90.0
apple,iPhone 14 Pro,A,recyclemonlcd,105.0
apple,iPhone 14 Pro,B,smartgrade,112.5
apple,iPhone 14 Pro,B,lcdphone,10.0
apple,iPhone 14 Pro,C,smartgrade,80.4
apple,iPhone 14 Pro,D,smartgrade,63.4
apple,iPhone 14 Pro,G,smartgrade,88.9
apple,iPhone 14 Pro,Aftermarket,smartgrade,0.0
apple,iPhone 14 Pro,Fully Broken,smartgrade,4.5
apple,iPhone 14 Plus,A,ispart,62.0
apple,iPhone 14 Plus,A,smartgrade,71.1
apple,iPhone 14 Plus,A,lcdphone,60.0
apple,iPhone 14 Plus,A,paylcd,70.0
apple,iPhone 14 Plus,A,recyclemonlcd,65.0
apple,iPhone 14 Plus,B,smartgrade,56.4
apple,iPhone 14 Plus,B,lcdphone,10.0
apple,iPhone 14 Plus,C,smartgrade,41.2
apple,iPhone 14 Plus,D,smartgrade,16.5
apple,iPhone 14 Plus,G,smartgrade,20.8
apple,iPhone 14 Plus,Aftermarket,smartgrade,0.0
apple,iPhone 14 Plus,Fully Broken,smartgrade,4.5
apple,iPhone 14,A,ispart,62.0
apple,iPhone 14,A,smartgrade,71.2
apple,iPhone 14,A,lcdphone,50.0
apple,iPhone 14,A,paylcd,70.0
apple,iPhone 14,A,recyclemonlcd,55.0
apple,iPhone 14,B,smartgrade,56.4
apple,iPhone 14,B,lcdphone,10.0
apple,iPhone 14,C,smartgrade,41.2
apple,iPhone 14,D,smartgrade,16.5
apple,iPhone 14,G,smartgrade,16.5
apple,iPhone 14,Aftermarket,smartgrade,0.0
apple,iPhone 14,Fully Broken,smartgrade,4.5
apple,iPhone 13 Pro Max,A,smartgrade,143.7
apple,iPhone 13 Pro Max,A,lcdphone,110.0
apple,iPhone 13 Pro Max,A,paylcd,90.0
apple,iPhone 13 Pro Max,A,recyclemonlcd,110.0
apple,iPhone 13 Pro Max,B,smartgrade,117.0
apple,iPhone 13 Pro Max,B,lcdphone,10.0
apple,iPhone 13 Pro Max,C,smartgrade,77.8
apple,iPhone 13 Pro Max,D,smartgrade,42.1
apple,iPhone 13 Pro Max,G,smartgrade,50.6
apple,iPhone 13 Pro Max,Aftermarket,smartgrade,8.3
apple,iPhone 13 Pro Max,Fully Broken,smartgrade,3.4
apple,iPhone 13 Pro,A,ispart,113.0
apple,iPhone 13 Pro,A,smartgrade,125.1
apple,iPhone 13 Pro,A,lcdphone,90.0
apple,iPhone 13 Pro,A,paylcd,70.0
apple,iPhone 13 Pro,A,recyclemonlcd,90.0
apple,iPhone 13 Pro,B,smartgrade,103.4
apple,iPhone 13 Pro,B,lcdphone,10.0
apple,iPhone 13 Pro,C,smartgrade,75.3
apple,iPhone 13 Pro,D,smartgrade,33.6
apple,iPhone 13 Pro,G,smartgrade,25.0
apple,iPhone 13 Pro,Aftermarket,smartgrade,7.4
apple,iPhone 13 Pro,Fully Broken,smartgrade,3.4
apple,iPhone 13,A,ispart,42.0
apple,iPhone 13,A,smartgrade,49.5
apple,iPhone 13,A,lcdphone,35.0
apple,iPhone 13,A,paylcd,40.0
apple,iPhone 13,A,recyclemonlcd,45.0
apple,iPhone 13,B,smartgrade,42.0
apple,iPhone 13,B,lcdphone,10.0
apple,iPhone 13,C,smartgrade,31.9
apple,iPhone 13,D,smartgrade,15.7
apple,iPhone 13,G,smartgrade,16.5
apple,iPhone 13,Aftermarket,smartgrade,4.8
apple,iPhone 13,Fully Broken,smartgrade,3.4
apple,iPhone 13 Mini,A,ispart,51.0
apple,iPhone 13 Mini,A,smartgrade,58.9
apple,iPhone 13 Mini,A,lcdphone,30.0
apple,iPhone 13 Mini,A,paylcd,30.0
apple,iPhone 13 Mini,A,recyclemonlcd,40.0
apple,iPhone 13 Mini,B,smartgrade,45.6
apple,iPhone 13 Mini,B,lcdphone,10.0
apple,iPhone 13 Mini,C,smartgrade,35.3
apple,iPhone 13 Mini,D,smartgrade,15.7
apple,iPhone 13 Mini,G,smartgrade,16.5
apple,iPhone 13 Mini,Aftermarket,smartgrade,4.8
apple,iPhone 13 Mini,Fully Broken,smartgrade,3.4
apple,iPhone 12 Pro Max,A,ispart,57.0
apple,iPhone 12 Pro Max,A,smartgrade,65.5
apple,iPhone 12 Pro Max,A,lcdphone,45.0
apple,iPhone 12 Pro Max,A,paylcd,50.0
apple,iPhone 12 Pro Max,A,recyclemonlcd,55.0
apple,iPhone 12 Pro Max,B,smartgrade,53.7
apple,iPhone 12 Pro Max,B,lcdphone,10.0
apple,iPhone 12 Pro Max,C,smartgrade,35.3
apple,iPhone 12 Pro Max,D,smartgrade,16.5
apple,iPhone 12 Pro Max,G,smartgrade,18.2
apple,iPhone 12 Pro Max,Aftermarket,smartgrade,2.5
apple,iPhone 12 Pro Max,Fully Broken,smartgrade,0.8
apple,iPhone 12 Pro,A,ispart,23.0
apple,iPhone 12 Pro,A,smartgrade,27.9
apple,iPhone 12 Pro,A,lcdphone,30.0
apple,iPhone 12 Pro,A,paylcd,20.0
apple,iPhone 12 Pro,A,recyclemonlcd,30.0
apple,iPhone 12 Pro,B,smartgrade,22.4
apple,iPhone 12 Pro,B,lcdphone,15.0
apple,iPhone 12 Pro,C,smartgrade,13.1
apple,iPhone 12 Pro,D,smartgrade,5.8
apple,iPhone 12 Pro,G,smartgrade,18.2
apple,iPhone 12 Pro,Aftermarket,smartgrade,1.9
apple,iPhone 12 Pro,Fully Broken,smartgrade,0.8
apple,iPhone 12 Mini,A,ispart,27.0
apple,iPhone 12 Mini,A,smartgrade,41.9
apple,iPhone 12 Mini,A,lcdphone,30.0
apple,iPhone 12 Mini,A,paylcd,20.0
apple,iPhone 12 Mini,A,recyclemonlcd,25.0
apple,iPhone 12 Mini,B,smartgrade,33.4
apple,iPhone 12 Mini,B,lcdphone,10.0
apple,iPhone 12 Mini,C,smartgrade,13.1
apple,iPhone 12 Mini,D,smartgrade,5.8
apple,iPhone 12 Mini,G,smartgrade,16.5
apple,iPhone 12 Mini,Aftermarket,smartgrade,2.5
apple,iPhone 12 Mini,Fully Broken,smartgrade,0.8
apple,iPhone 12,A,ispart,23.0
apple,iPhone 12,A,smartgrade,27.9
apple,iPhone 12,A,lcdphone,30.0
apple,iPhone 12,A,paylcd,20.0
apple,iPhone 12,A,recyclemonlcd,30.0
apple,iPhone 12,B,smartgrade,22.4
apple,iPhone 12,B,lcdphone,15.0
apple,iPhone 12,C,smartgrade,13.1
apple,iPhone 12,D,smartgrade,5.8
apple,iPhone 12,G,smartgrade,18.2
apple,iPhone 12,Aftermarket,smartgrade,1.9
apple,iPhone 12,Fully Broken,smartgrade,0.8
apple,iPhone 11 Pro Max,A,ispart,20.0
apple,iPhone 11 Pro Max,A,smartgrade,25.2
apple,iPhone 11 Pro Max,A,lcdphone,25.0
apple,iPhone 11 Pro Max,A,paylcd,18.0
apple,iPhone 11 Pro Max,A,recyclemonlcd,20.0
apple,iPhone 11 Pro Max,B,smartgrade,15.1
apple,iPhone 11 Pro Max,B,lcdphone,15.0
apple,iPhone 11 Pro Max,C,smartgrade,8.0
apple,iPhone 11 Pro Max,D,smartgrade,3.8
apple,iPhone 11 Pro Max,G,smartgrade,14.6
apple,iPhone 11 Pro Max,Aftermarket,smartgrade,1.9
apple,iPhone 11 Pro Max,Fully Broken,smartgrade,0.0
apple,iPhone 11 Pro,A,ispart,13.0
apple,iPhone 11 Pro,A,smartgrade,17.8
apple,iPhone 11 Pro,A,lcdphone,15.0
apple,iPhone 11 Pro,A,paylcd,8.0
apple,iPhone 11 Pro,A,recyclemonlcd,15.0
apple,iPhone 11 Pro,B,smartgrade,10.5
apple,iPhone 11 Pro,B,lcdphone,10.0
apple,iPhone 11 Pro,C,smartgrade,5.9
apple,iPhone 11 Pro,D,smartgrade,2.9
apple,iPhone 11 Pro,G,smartgrade,8.6
apple,iPhone 11 Pro,Aftermarket,smartgrade,0.0
apple,iPhone 11 Pro,Fully Broken,smartgrade,0.0
apple,iPhone 11,A,ispart,2.0
apple,iPhone 11,A,smartgrade,6.8
apple,iPhone 11,A,lcdphone,5.0
apple,iPhone 11,A,paylcd,3.0
apple,iPhone 11,A,recyclemonlcd,6.0
apple,iPhone 11,B,smartgrade,6.8
apple,iPhone 11,B,lcdphone,3.0
apple,iPhone 11,C,smartgrade,1.6
apple,iPhone 11,D,smartgrade,0.4
apple,iPhone 11,G,smartgrade,1.4
apple,iPhone 11,Aftermarket,smartgrade,0.0
apple,iPhone 11,Fully Broken,smartgrade,0.0
apple,iPhone XS Max,A,ispart,28.0
apple,iPhone XS Max,A,smartgrade,34.3
apple,iPhone XS Max,A,lcdphone,20.0
apple,iPhone XS Max,A,paylcd,16.0
apple,iPhone XS Max,A,recyclemonlcd,20.0
apple,iPhone XS Max,B,smartgrade,21.5
apple,iPhone XS Max,B,lcdphone,10.0
apple,iPhone XS Max,C,smartgrade,11.4
apple,iPhone XS Max,D,smartgrade,4.2
apple,iPhone XS Max,G,smartgrade,20.8
apple,iPhone XS Max,Aftermarket,smartgrade,1.3
apple,iPhone XS Max,Fully Broken,smartgrade,0.0
apple,iPhone XS,A,ispart,12.0
apple,iPhone XS,A,smartgrade,17.8
apple,iPhone XS,A,lcdphone,15.0
apple,iPhone XS,A,paylcd,8.0
apple,iPhone XS,A,recyclemonlcd,14.0
apple,iPhone XS,B,smartgrade,9.6
apple,iPhone XS,B,lcdphone,10.0
apple,iPhone XS,C,smartgrade,4.6
apple,iPhone XS,D,smartgrade,2.1
apple,iPhone XS,G,smartgrade,6.8
apple,iPhone XS,Aftermarket,smartgrade,0.0
apple,iPhone XS,Fully Broken,smartgrade,0.0
apple,iPhone X,A,ispart,13.0
apple,iPhone X,A,smartgrade,19.7
apple,iPhone X,A,lcdphone,15.0
apple,iPhone X,A,paylcd,15.0
apple,iPhone X,A,recyclemonlcd,14.0
apple,iPhone X,B,smartgrade,11.4
apple,iPhone X,B,lcdphone,10.0
apple,iPhone X,C,smartgrade,5.5
apple,iPhone X,D,smartgrade,2.9
apple,iPhone X,G,smartgrade,8.0
apple,iPhone X,Aftermarket,smartgrade,0.0
apple,iPhone X,Fully Broken,smartgrade,0.0
apple,iPhone XR,A,ispart,1.0
apple,iPhone XR,A,smartgrade,3.6
apple,iPhone XR,A,lcdphone,5.0
apple,iPhone XR,A,paylcd,3.0
apple,iPhone XR,A,recyclemonlcd,5.0
apple,iPhone XR,B,smartgrade,3.6
apple,iPhone XR,B,lcdphone,2.0
apple,iPhone XR,C,smartgrade,0.8
apple,iPhone XR,D,smartgrade,0.4
apple,iPhone XR,G,smartgrade,0.7
apple,iPhone XR,Aftermarket,smartgrade,0.0
apple,iPhone XR,Fully Broken,smartgrade,0.0
apple,iPhone SE 2020,A,paylcd,1.0
apple,iPhone 8 Plus,A,ispart,1.0
apple,iPhone 8 Plus,A,smartgrade,5.0
apple,iPhone 8 Plus,A,lcdphone,2.0
apple,iPhone 8 Plus,A,paylcd,4.0
apple,iPhone 8 Plus,A,recyclemonlcd,2.0
apple,iPhone 8 Plus,B,smartgrade,5.0
apple,iPhone 8 Plus,B,lcdphone,1.0
apple,iPhone 8 Plus,C,smartgrade,1.2
apple,iPhone 8 Plus,D,smartgrade,0.8
apple,iPhone 8 Plus,G,smartgrade,0.8
apple,iPhone 8 Plus,Aftermarket,smartgrade,0.0
apple,iPhone 8 Plus,Fully Broken,smartgrade,0.0
apple,iPhone 8,A,smartgrade,1.1
apple,iPhone 8,A,lcdphone,1.0
apple,iPhone 8,A,paylcd,1.0
apple,iPhone 8,A,recyclemonlcd,1.0
apple,iPhone 8,A,ispart,0.0
apple,iPhone 8,B,smartgrade,1.1
apple,iPhone 8,B,lcdphone,0.5
apple,iPhone 8,C,smartgrade,0.4
apple,iPhone 8,D,smartgrade,0.0
apple,iPhone 8,G,smartgrade,0.0
apple,iPhone 8,Aftermarket,smartgrade,0.0
apple,iPhone 8,Fully Broken,smartgrade,0.0
apple,iPhone 7 Plus,A,ispart,2.5
apple,iPhone 7 Plus,A,smartgrade,4.5
apple,iPhone 7 Plus,A,lcdphone,2.0
apple,iPhone 7 Plus,A,paylcd,3.0
apple,iPhone 7 Plus,A,recyclemonlcd,2.0
apple,iPhone 7 Plus,B,smartgrade,4.5
apple,iPhone 7 Plus,B,lcdphone,1.0
apple,iPhone 7 Plus,C,smartgrade,1.2
apple,iPhone 7 Plus,D,smartgrade,0.4
apple,iPhone 7 Plus,G,smartgrade,0.4
apple,iPhone 7 Plus,Aftermarket,smartgrade,0.0
apple,iPhone 7 Plus,Fully Broken,smartgrade,0.0
apple,iPhone 7,A,smartgrade,1.1
apple,iPhone 7,A,lcdphone,1.0
apple,iPhone 7,A,paylcd,0.5
apple,iPhone 7,A,recyclemonlcd,1.0
apple,iPhone 7,A,ispart,0.0
apple,iPhone 7,B,smartgrade,1.1
apple,iPhone 7,B,lcdphone,0.5
apple,iPhone 7,C,smartgrade,0.4
apple,iPhone 7,D,smartgrade,0.0
apple,iPhone 7,G,smartgrade,0.0
apple,iPhone 7,Aftermarket,smartgrade,0.0
apple,iPhone 7,Fully Broken,smartgrade,0.0
apple,iPhone 6S Plus,A,ispart,1.0
apple,iPhone 6S Plus,A,smartgrade,5.0
apple,iPhone 6S Plus,A,lcdphone,2.0
apple,iPhone 6S Plus,A,paylcd,1.0
apple,iPhone 6S Plus,A,recyclemonlcd,2.0
apple,iPhone 6S Plus,B,smartgrade,5.0
apple,iPhone 6S Plus,B,lcdphone,1.0
apple,iPhone 6S Plus,C,smartgrade,1.2
apple,iPhone 6S Plus,D,smartgrade,0.4
apple,iPhone 6S Plus,G,smartgrade,0.4
apple,iPhone 6S Plus,Aftermarket,smartgrade,0.0
apple,iPhone 6S Plus,Fully Broken,smartgrade,0.0
apple,iPhone 6S,A,smartgrade,0.9
apple,iPhone 6S,A,lcdphone,1.0
apple,iPhone 6S,A,paylcd,1.0
apple,iPhone 6S,A,recyclemonlcd,1.0
apple,iPhone 6S,A,ispart,0.0
apple,iPhone 6S,B,smartgrade,0.9
apple,iPhone 6S,B,lcdphone,0.5
apple,iPhone 6S,C,smartgrade,0.4
apple,iPhone 6S,D,smartgrade,0.0
apple,iPhone 6S,G,smartgrade,0.0
apple,iPhone 6S,Aftermarket,smartgrade,0.0
apple,iPhone 6S,Fully Broken,smartgrade,0.0
apple,iPhone 6 Plus,A,smartgrade,1.8
apple,iPhone 6 Plus,A,lcdphone,2.0
apple,iPhone 6 Plus,A,paylcd,1.0
apple,iPhone 6 Plus,A,recyclemonlcd,2.0
apple,iPhone 6 Plus,A,ispart,0.0
apple,iPhone 6 Plus,B,smartgrade,1.8
apple,iPhone 6 Plus,B,lcdphone,1.0
apple,iPhone 6 Plus,C,smartgrade,1.2
apple,iPhone 6 Plus,D,smartgrade,0.0
apple,iPhone 6 Plus,G,smartgrade,0.0
apple,iPhone 6 Plus,Aftermarket,smartgrade,0.0
apple,iPhone 6 Plus,Fully Broken,smartgrade,0.0
apple,iPhone 6,A,smartgrade,0.2
apple,iPhone 6,A,lcdphone,1.0
apple,iPhone 6,A,paylcd,0.5
apple,iPhone 6,A,recyclemonlcd,0.5
apple,iPhone 6,A,ispart,0.0
apple,iPhone 6,B,smartgrade,0.2
apple,iPhone 6,B,lcdphone,0.5
apple,iPhone 6,C,smartgrade,0.0
apple,iPhone 6,D,smartgrade,0.0
apple,iPhone 6,G,smartgrade,0.0
apple,iPhone 6,Aftermarket,smartgrade,0.0
apple,iPhone 6,Fully Broken,smartgrade,0.0
apple,iPhone 5,A,lcdphone,0.5
apple,iPhone 5,A,recyclemonlcd,0.5
apple,iPhone 5,B,lcdphone,0.2
apple,iPhone 5C,A,lcdphone,0.5
apple,iPhone 5C,A,recyclemonlcd,0.5
apple,iPhone 5C,B,lcdphone,0.2
apple,iPhone 5S,A,lcdphone,0.5
apple,iPhone 5S,A,recyclemonlcd,0.5
apple,iPhone 5S,B,lcdphone,0.2
apple,iPhone 4 / 4s,A,paylcd,0.0
apple,iPhone 4 / 4s,A,recyclemonlcd,0.01
apple,iPad Pro 12.9 2022,A,recyclemonlcd,25.0
apple,iPad Pro 12.9 2021,A,ispart,25.0
apple,iPad Pro 12.9 2021,A,smartgrade,30.7
apple,iPad Pro 12.9 2021,A,lcdphone,20.0
apple,iPad Pro 12.9 2021,A,paylcd,15.0
apple,iPad Pro 12.9 2021,A,recyclemonlcd,25.0
apple,iPad Pro 12.9 2021,B,smartgrade,11.0
apple,iPad Pro 12.9 2021,B,lcdphone,10.0
apple,iPad Pro 12.9 2021,C,smartgrade,3.6
apple,iPad Pro 12.9 2020,A,ispart,14.0
apple,iPad Pro 12.9 2020,A,smartgrade,19.1
apple,iPad Pro 12.9 2020,A,recyclemonlcd,20.0
apple,iPad Pro 12.9 2020,B,smartgrade,9.1
apple,iPad Pro 12.9 2020,C,smartgrade,3.6
apple,iPad Pro 12.9 2018,A,ispart,14.0
apple,iPad Pro 12.9 2018,A,smartgrade,19.1
apple,iPad Pro 12.9 2018,A,recyclemonlcd,20.0
apple,iPad Pro 12.9 2018,B,smartgrade,8.4
apple,iPad Pro 12.9 2018,C,smartgrade,3.6
apple,iPad Pro 12.9 2017,A,ispart,38.0
apple,iPad Pro 12.9 2017,A,smartgrade,45.4
apple,iPad Pro 12.9 2017,A,recyclemonlcd,35.0
apple,iPad Pro 12.9 2017,B,smartgrade,26.3
apple,iPad Pro 12.9 2017,C,smartgrade,16.1
apple,iPad Pro 12.9 2015,A,ispart,21.0
apple,iPad Pro 12.9 2015,A,smartgrade,26.3
apple,iPad Pro 12.9 2015,A,recyclemonlcd,20.0
apple,iPad Pro 12.9 2015,B,smartgrade,14.7
apple,iPad Pro 12.9 2015,C,smartgrade,9.4
apple,iPad Pro 11 - (2018/2019/2020),A,ispart,14.0
apple,iPad Pro 11 - (2018/2019/2020),A,smartgrade,19.1
apple,iPad Pro 11 - (2018/2019/2020),A,lcdphone,10.0
apple,iPad Pro 11 - (2018/2019/2020),A,paylcd,10.0
apple,iPad Pro 11 - (2018/2019/2020),B,smartgrade,8.4
apple,iPad Pro 11 - (2018/2019/2020),B,lcdphone,5.0
apple,iPad Pro 11 - (2018/2019/2020),C,smartgrade,3.6
apple,iPad Pro 10.9 Air 4,A,ispart,6.0
apple,iPad Pro 10.9 Air 4,A,smartgrade,11.1
apple,iPad Pro 10.9 Air 4,B,smartgrade,4.0
apple,iPad Pro 10.9 Air 4,C,smartgrade,2.0
apple,iPad Pro 10.5,A,ispart,15.0
apple,iPad Pro 10.5,A,smartgrade,20.4
apple,iPad Pro 10.5,A,lcdphone,10.0
apple,iPad Pro 10.5,A,recyclemonlcd,15.0
apple,iPad Pro 10.5,B,smartgrade,6.5
apple,iPad Pro 10.5,B,lcdphone,5.0
apple,iPad Pro 10.5,C,smartgrade,4.5
apple,iPad 10.2 2022/ iPad 10,A,recyclemonlcd,10.0
apple,iPad 10.2 2021/ iPad 9,A,ispart,8.0
apple,iPad 10.2 2021/ iPad 9,A,smartgrade,12.9
apple,iPad 10.2 2021/ iPad 9,A,recyclemonlcd,10.0
apple,iPad 10.2 2021/ iPad 9,B,smartgrade,6.6
apple,iPad 10.2 2021/ iPad 9,C,smartgrade,2.0
apple,iPad 10.2 2020/ iPad 8,A,ispart,8.0
apple,iPad 10.2 2020/ iPad 8,A,smartgrade,12.9
apple,iPad 10.2 2020/ iPad 8,A,recyclemonlcd,10.0
apple,iPad 10.2 2020/ iPad 8,B,smartgrade,6.6
apple,iPad 10.2 2020/ iPad 8,C,smartgrade,2.0
apple,iPad 10.2 2019/ iPad 7,A,ispart,8.0
apple,iPad 10.2 2019/ iPad 7,A,smartgrade,12.9
apple,iPad 10.2 2019/ iPad 7,A,recyclemonlcd,10.0
apple,iPad 10.2 2019/ iPad 7,B,smartgrade,6.6
apple,iPad 10.2 2019/ iPad 7,C,smartgrade,2.0
apple,iPad Mini 4,A,ispart,9.0
apple,iPad Mini 4,A,smartgrade,13.8
apple,iPad Mini 4,A,lcdphone,10.0
apple,iPad Mini 4,A,paylcd,2.0
apple,iPad Mini 4,A,recyclemonlcd,10.0
apple,iPad Mini 4,B,smartgrade,8.4
apple,iPad Mini 4,B,lcdphone,5.0
apple,iPad Mini 4,C,smartgrade,3.6
apple,iPad Mini 2019,A,ispart,9.0
apple,iPad Mini 2019,A,smartgrade,13.8
apple,iPad Mini 2019,A,paylcd,4.0
apple,iPad Mini 2019,A,recyclemonlcd,0.0
apple,iPad Mini 2019,B,smartgrade,8.4
apple,iPad Mini 2019,C,smartgrade,3.6
apple,iPad Mini 6,A,ispart,38.0
apple,iPad Mini 6,A,smartgrade,45.4
apple,iPad Mini 6,A,recyclemonlcd,35.0
apple,iPad Mini 6,B,smartgrade,26.3
apple,iPad Mini 6,C,smartgrade,20.2
apple,iPad Air 2/ Air 6,A,ispart,8.0
apple,iPad Air 2/ Air 6,A,smartgrade,12.9
apple,iPad Air 2/ Air 6,A,lcdphone,10.0
apple,iPad Air 2/ Air 6,A,paylcd,5.0
apple,iPad Air 2/ Air 6,A,recyclemonlcd,10.0
apple,iPad Air 2/ Air 6,A,recyclemonlcd,8.0
apple,iPad Air 2/ Air 6,B,smartgrade,7.5
apple,iPad Air 2/ Air 6,B,lcdphone,5.0
apple,iPad Air 2/ Air 6,C,smartgrade,3.6
apple,iPad Air/ Air 5,A,ispart,8.0
apple,iPad Air/ Air 5,A,smartgrade,12.9
apple,iPad Air/ Air 5,B,smartgrade,7.5
apple,iPad Air/ Air 5,C,smartgrade,2.0
apple,iPad Pro 9.7,A,ispart,4.0
apple,iPad Pro 9.7,A,smartgrade,8.4
apple,iPad Pro 9.7,A,lcdphone,10.0
apple,iPad Pro 9.7,A,recyclemonlcd,12.0
apple,iPad Pro 9.7,B,smartgrade,4.0
apple,iPad Pro 9.7,B,lcdphone,5.0
apple,iPad Pro 9.7,C,smartgrade,2.0
apple,iWatch Serie 1 / 2 / 3 / 4,A,paylcd,2.0
apple,iWatch Serie 5 / 6,A,paylcd,4.5
